antecedent,consequent,support,confidence,lift
['soda'],['frozen_vegetables'],0.0,0.02,0.7
['frozen_vegetables'],['sausage'],0.0,0.07,1.18
['sausage'],['frozen_vegetables'],0.0,0.03,1.18
['frozen_vegetables'],['yogurt'],0.0,0.07,0.82
['yogurt'],['frozen_vegetables'],0.0,0.02,0.82
['frozen_vegetables'],['root_vegetables'],0.0,0.08,1.05
['root_vegetables'],['frozen_vegetables'],0.0,0.03,1.05
['frozen_vegetables'],['rolls/buns'],0.0,0.1,0.84
['rolls/buns'],['frozen_vegetables'],0.0,0.02,0.84
['frozen_vegetables'],['other_vegetables'],0.0,0.11,0.87
['other_vegetables'],['frozen_vegetables'],0.0,0.02,0.87
['frozen_vegetables'],['whole_milk'],0.0,0.13,0.8
['whole_milk'],['frozen_vegetables'],0.0,0.02,0.8
['canned_beer'],['coffee'],0.0,0.02,0.66
['coffee'],['canned_beer'],0.0,0.03,0.66
['pip_fruit'],['coffee'],0.0,0.02,0.68
['coffee'],['pip_fruit'],0.0,0.03,0.68
['citrus_fruit'],['coffee'],0.0,0.02,0.77
['coffee'],['citrus_fruit'],0.0,0.04,0.77
['coffee'],['sausage'],0.0,0.04,0.68
['sausage'],['coffee'],0.0,0.02,0.68
['shopping_bags'],['coffee'],0.0,0.03,0.9
['coffee'],['shopping_bags'],0.0,0.04,0.9
['domestic_eggs'],['coffee'],0.0,0.04,1.17
['coffee'],['domestic_eggs'],0.0,0.04,1.17
['pastry'],['coffee'],0.0,0.03,0.84
['coffee'],['pastry'],0.0,0.04,0.84
['frankfurter'],['coffee'],0.0,0.04,1.19
['coffee'],['frankfurter'],0.0,0.05,1.19
['coffee'],['tropical_fruit'],0.0,0.05,0.7
['tropical_fruit'],['coffee'],0.0,0.02,0.7
['bottled_water'],['coffee'],0.0,0.02,0.77
['coffee'],['bottled_water'],0.0,0.05,0.77
['root_vegetables'],['coffee'],0.0,0.03,0.88
['coffee'],['root_vegetables'],0.0,0.06,0.88
['yogurt'],['coffee'],0.0,0.02,0.73
['coffee'],['yogurt'],0.0,0.07,0.73
['rolls/buns'],['coffee'],0.0,0.02,0.66
['coffee'],['rolls/buns'],0.0,0.08,0.66
['coffee'],['soda'],0.0,0.08,0.77
['soda'],['coffee'],0.0,0.02,0.77
['other_vegetables'],['coffee'],0.0,0.02,0.65
['coffee'],['other_vegetables'],0.0,0.08,0.65
['whole_milk'],['coffee'],0.0,0.02,0.72
['coffee'],['whole_milk'],0.0,0.12,0.72
['shopping_bags'],['margarine'],0.0,0.02,0.63
['margarine'],['shopping_bags'],0.0,0.03,0.63
['fruit/vegetable_juice'],['margarine'],0.0,0.03,0.88
['margarine'],['fruit/vegetable_juice'],0.0,0.03,0.88
['margarine'],['curd'],0.0,0.03,0.95
['curd'],['margarine'],0.0,0.03,0.95
['bottled_beer'],['margarine'],0.0,0.02,0.71
['margarine'],['bottled_beer'],0.0,0.03,0.71
['margarine'],['whipped/sour_cream'],0.0,0.03,0.78
['whipped/sour_cream'],['margarine'],0.0,0.03,0.78
['citrus_fruit'],['margarine'],0.0,0.02,0.64
['margarine'],['citrus_fruit'],0.0,0.03,0.64
['canned_beer'],['margarine'],0.0,0.03,0.77
['margarine'],['canned_beer'],0.0,0.04,0.77
['pip_fruit'],['margarine'],0.0,0.03,0.78
['margarine'],['pip_fruit'],0.0,0.04,0.78
['pastry'],['margarine'],0.0,0.03,0.78
['margarine'],['pastry'],0.0,0.04,0.78
['pork'],['margarine'],0.0,0.04,1.08
['margarine'],['pork'],0.0,0.04,1.08
['beef'],['margarine'],0.0,0.04,1.24
['margarine'],['beef'],0.0,0.04,1.24
['butter'],['margarine'],0.0,0.04,1.2
['margarine'],['butter'],0.0,0.04,1.2
['bottled_water'],['margarine'],0.0,0.02,0.69
['margarine'],['bottled_water'],0.0,0.04,0.69
['margarine'],['tropical_fruit'],0.0,0.04,0.65
['tropical_fruit'],['margarine'],0.0,0.02,0.65
['frankfurter'],['margarine'],0.0,0.04,1.26
['margarine'],['frankfurter'],0.0,0.05,1.26
['sausage'],['margarine'],0.0,0.03,0.92
['margarine'],['sausage'],0.0,0.06,0.92
['root_vegetables'],['margarine'],0.0,0.03,0.83
['margarine'],['root_vegetables'],0.0,0.06,0.83
['yogurt'],['margarine'],0.0,0.02,0.73
['margarine'],['yogurt'],0.0,0.07,0.73
['soda'],['margarine'],0.0,0.03,0.78
['margarine'],['soda'],0.0,0.08,0.78
['rolls/buns'],['margarine'],0.0,0.03,0.8
['margarine'],['rolls/buns'],0.0,0.09,0.8
['other_vegetables'],['margarine'],0.0,0.03,0.77
['margarine'],['other_vegetables'],0.0,0.1,0.77
['whole_milk'],['margarine'],0.0,0.02,0.74
['margarine'],['whole_milk'],0.0,0.12,0.74
['citrus_fruit'],['curd'],0.0,0.02,0.61
['curd'],['citrus_fruit'],0.0,0.03,0.61
['bottled_beer'],['curd'],0.0,0.02,0.72
['curd'],['bottled_beer'],0.0,0.03,0.72
['pork'],['curd'],0.0,0.03,0.87
['curd'],['pork'],0.0,0.03,0.87
['canned_beer'],['curd'],0.0,0.03,0.73
['curd'],['canned_beer'],0.0,0.04,0.73
['brown_bread'],['curd'],0.0,0.03,0.92
['curd'],['brown_bread'],0.0,0.04,0.92
['beef'],['curd'],0.0,0.04,1.07
['curd'],['beef'],0.0,0.04,1.07
['shopping_bags'],['curd'],0.0,0.03,0.76
['curd'],['shopping_bags'],0.0,0.04,0.76
['frankfurter'],['curd'],0.0,0.03,1.0
['curd'],['frankfurter'],0.0,0.04,1.0
['pip_fruit'],['curd'],0.0,0.03,0.78
['curd'],['pip_fruit'],0.0,0.04,0.78
['pastry'],['curd'],0.0,0.03,0.78
['curd'],['pastry'],0.0,0.04,0.78
['root_vegetables'],['curd'],0.0,0.02,0.6
['curd'],['root_vegetables'],0.0,0.04,0.6
['whipped/sour_cream'],['curd'],0.0,0.04,1.1
['curd'],['whipped/sour_cream'],0.0,0.05,1.1
['tropical_fruit'],['curd'],0.0,0.03,0.79
['curd'],['tropical_fruit'],0.0,0.05,0.79
['bottled_water'],['curd'],0.0,0.03,0.9
['curd'],['bottled_water'],0.0,0.06,0.9
['yogurt'],['curd'],0.0,0.03,0.74
['curd'],['yogurt'],0.0,0.07,0.74
['rolls/buns'],['curd'],0.0,0.02,0.7
['curd'],['rolls/buns'],0.0,0.08,0.7
['soda'],['curd'],0.0,0.03,0.81
['curd'],['soda'],0.0,0.08,0.81
['sausage'],['curd'],0.0,0.05,1.39
['curd'],['sausage'],0.0,0.09,1.39
['other_vegetables'],['curd'],0.0,0.03,0.81
['curd'],['other_vegetables'],0.0,0.1,0.81
['whole_milk'],['curd'],0.0,0.02,0.72
['curd'],['whole_milk'],0.0,0.12,0.72
['beef'],['canned_beer'],0.0,0.03,0.61
['canned_beer'],['beef'],0.0,0.02,0.61
['beef'],['frankfurter'],0.0,0.03,0.75
['frankfurter'],['beef'],0.0,0.03,0.75
['beef'],['bottled_beer'],0.0,0.03,0.68
['bottled_beer'],['beef'],0.0,0.02,0.68
['fruit/vegetable_juice'],['beef'],0.0,0.03,0.9
['beef'],['fruit/vegetable_juice'],0.0,0.03,0.9
['butter'],['beef'],0.0,0.03,0.92
['beef'],['butter'],0.0,0.03,0.92
['domestic_eggs'],['beef'],0.0,0.03,0.87
['beef'],['domestic_eggs'],0.0,0.03,0.87
['beef'],['tropical_fruit'],0.0,0.03,0.48
['tropical_fruit'],['beef'],0.0,0.02,0.48
['pastry'],['beef'],0.0,0.02,0.67
['beef'],['pastry'],0.0,0.03,0.67
['shopping_bags'],['beef'],0.0,0.03,0.75
['beef'],['shopping_bags'],0.0,0.04,0.75
['bottled_water'],['beef'],0.0,0.02,0.62
['beef'],['bottled_water'],0.0,0.04,0.62
['beef'],['whipped/sour_cream'],0.0,0.04,0.92
['whipped/sour_cream'],['beef'],0.0,0.03,0.92
['beef'],['brown_bread'],0.0,0.04,1.17
['brown_bread'],['beef'],0.0,0.04,1.17
['rolls/buns'],['beef'],0.0,0.01,0.41
['beef'],['rolls/buns'],0.0,0.05,0.41
['beef'],['newspapers'],0.0,0.05,1.22
['newspapers'],['beef'],0.0,0.04,1.22
['beef'],['root_vegetables'],0.0,0.05,0.68
['root_vegetables'],['beef'],0.0,0.02,0.68
['beef'],['soda'],0.0,0.05,0.52
['soda'],['beef'],0.0,0.02,0.52
['citrus_fruit'],['beef'],0.0,0.03,0.96
['beef'],['citrus_fruit'],0.0,0.05,0.96
['yogurt'],['beef'],0.0,0.02,0.72
['beef'],['yogurt'],0.0,0.06,0.72
['beef'],['other_vegetables'],0.0,0.08,0.64
['other_vegetables'],['beef'],0.0,0.02,0.64
['beef'],['whole_milk'],0.0,0.14,0.81
['whole_milk'],['beef'],0.0,0.03,0.81
['fruit/vegetable_juice'],['domestic_eggs'],0.0,0.03,0.82
['domestic_eggs'],['fruit/vegetable_juice'],0.0,0.03,0.82
['fruit/vegetable_juice'],['frankfurter'],0.0,0.03,0.85
['frankfurter'],['fruit/vegetable_juice'],0.0,0.03,0.85
['fruit/vegetable_juice'],['bottled_water'],0.0,0.03,0.56
['bottled_water'],['fruit/vegetable_juice'],0.0,0.02,0.56
['fruit/vegetable_juice'],['citrus_fruit'],0.0,0.04,0.71
['citrus_fruit'],['fruit/vegetable_juice'],0.0,0.02,0.71
['fruit/vegetable_juice'],['butter'],0.0,0.04,1.14
['butter'],['fruit/vegetable_juice'],0.0,0.04,1.14
['fruit/vegetable_juice'],['pip_fruit'],0.0,0.04,0.82
['pip_fruit'],['fruit/vegetable_juice'],0.0,0.03,0.82
['fruit/vegetable_juice'],['pastry'],0.0,0.04,0.81
['pastry'],['fruit/vegetable_juice'],0.0,0.03,0.81
['fruit/vegetable_juice'],['canned_beer'],0.0,0.04,0.93
['canned_beer'],['fruit/vegetable_juice'],0.0,0.03,0.93
['fruit/vegetable_juice'],['bottled_beer'],0.0,0.05,1.05
['bottled_beer'],['fruit/vegetable_juice'],0.0,0.04,1.05
['fruit/vegetable_juice'],['sausage'],0.0,0.05,0.84
['sausage'],['fruit/vegetable_juice'],0.0,0.03,0.84
['fruit/vegetable_juice'],['root_vegetables'],0.0,0.05,0.73
['root_vegetables'],['fruit/vegetable_juice'],0.0,0.03,0.73
['fruit/vegetable_juice'],['soda'],0.0,0.06,0.61
['soda'],['fruit/vegetable_juice'],0.0,0.02,0.61
['fruit/vegetable_juice'],['tropical_fruit'],0.0,0.06,0.9
['tropical_fruit'],['fruit/vegetable_juice'],0.0,0.03,0.9
['fruit/vegetable_juice'],['yogurt'],0.0,0.06,0.71
['yogurt'],['fruit/vegetable_juice'],0.0,0.02,0.71
['fruit/vegetable_juice'],['other_vegetables'],0.0,0.08,0.67
['other_vegetables'],['fruit/vegetable_juice'],0.0,0.02,0.67
['fruit/vegetable_juice'],['rolls/buns'],0.0,0.11,0.94
['rolls/buns'],['fruit/vegetable_juice'],0.0,0.03,0.94
['fruit/vegetable_juice'],['whole_milk'],0.0,0.13,0.76
['whole_milk'],['fruit/vegetable_juice'],0.0,0.03,0.76
['butter'],['brown_bread'],0.0,0.03,0.74
['brown_bread'],['butter'],0.0,0.03,0.74
['butter'],['canned_beer'],0.0,0.03,0.59
['canned_beer'],['butter'],0.0,0.02,0.59
['butter'],['whipped/sour_cream'],0.0,0.03,0.72
['whipped/sour_cream'],['butter'],0.0,0.03,0.72
['butter'],['pip_fruit'],0.0,0.03,0.64
['pip_fruit'],['butter'],0.0,0.02,0.64
['shopping_bags'],['butter'],0.0,0.03,0.77
['butter'],['shopping_bags'],0.0,0.04,0.77
['butter'],['newspapers'],0.0,0.04,0.99
['newspapers'],['butter'],0.0,0.04,0.99
['butter'],['frankfurter'],0.0,0.04,1.01
['frankfurter'],['butter'],0.0,0.04,1.01
['butter'],['pastry'],0.0,0.04,0.82
['pastry'],['butter'],0.0,0.03,0.82
['butter'],['tropical_fruit'],0.0,0.04,0.62
['tropical_fruit'],['butter'],0.0,0.02,0.62
['butter'],['bottled_beer'],0.0,0.05,1.02
['bottled_beer'],['butter'],0.0,0.04,1.02
['butter'],['bottled_water'],0.0,0.05,0.81
['bottled_water'],['butter'],0.0,0.03,0.81
['butter'],['sausage'],0.0,0.05,0.88
['sausage'],['butter'],0.0,0.03,0.88
['butter'],['citrus_fruit'],0.0,0.05,1.0
['citrus_fruit'],['butter'],0.0,0.04,1.0
['butter'],['root_vegetables'],0.0,0.06,0.78
['root_vegetables'],['butter'],0.0,0.03,0.78
['butter'],['yogurt'],0.0,0.06,0.69
['yogurt'],['butter'],0.0,0.02,0.69
['butter'],['other_vegetables'],0.0,0.08,0.63
['other_vegetables'],['butter'],0.0,0.02,0.63
['butter'],['rolls/buns'],0.0,0.08,0.7
['rolls/buns'],['butter'],0.0,0.03,0.7
['butter'],['soda'],0.0,0.09,0.87
['soda'],['butter'],0.0,0.03,0.87
['butter'],['whole_milk'],0.0,0.13,0.78
['whole_milk'],['butter'],0.0,0.03,0.78
['domestic_eggs'],['canned_beer'],0.0,0.03,0.66
['canned_beer'],['domestic_eggs'],0.0,0.03,0.66
['domestic_eggs'],['brown_bread'],0.0,0.03,0.83
['brown_bread'],['domestic_eggs'],0.0,0.03,0.83
['domestic_eggs'],['citrus_fruit'],0.0,0.03,0.62
['citrus_fruit'],['domestic_eggs'],0.0,0.02,0.62
['domestic_eggs'],['pastry'],0.0,0.04,0.67
['pastry'],['domestic_eggs'],0.0,0.03,0.67
['domestic_eggs'],['frankfurter'],0.0,0.04,0.96
['frankfurter'],['domestic_eggs'],0.0,0.04,0.96
['shopping_bags'],['domestic_eggs'],0.0,0.03,0.8
['domestic_eggs'],['shopping_bags'],0.0,0.04,0.8
['domestic_eggs'],['newspapers'],0.0,0.04,1.02
['newspapers'],['domestic_eggs'],0.0,0.04,1.02
['domestic_eggs'],['bottled_beer'],0.0,0.04,0.96
['bottled_beer'],['domestic_eggs'],0.0,0.04,0.96
['domestic_eggs'],['sausage'],0.0,0.05,0.77
['sausage'],['domestic_eggs'],0.0,0.03,0.77
['domestic_eggs'],['root_vegetables'],0.0,0.05,0.74
['root_vegetables'],['domestic_eggs'],0.0,0.03,0.74
['domestic_eggs'],['yogurt'],0.0,0.05,0.61
['yogurt'],['domestic_eggs'],0.0,0.02,0.61
['domestic_eggs'],['tropical_fruit'],0.0,0.06,0.82
['tropical_fruit'],['domestic_eggs'],0.0,0.03,0.82
['bottled_water'],['domestic_eggs'],0.0,0.03,0.91
['domestic_eggs'],['bottled_water'],0.0,0.06,0.91
['domestic_eggs'],['soda'],0.0,0.07,0.66
['soda'],['domestic_eggs'],0.0,0.03,0.66
['domestic_eggs'],['rolls/buns'],0.0,0.09,0.79
['rolls/buns'],['domestic_eggs'],0.0,0.03,0.79
['domestic_eggs'],['other_vegetables'],0.0,0.09,0.74
['other_vegetables'],['domestic_eggs'],0.0,0.03,0.74
['domestic_eggs'],['whole_milk'],0.01,0.14,0.84
['whole_milk'],['domestic_eggs'],0.01,0.03,0.84
['pork'],['bottled_beer'],0.0,0.03,0.62
['bottled_beer'],['pork'],0.0,0.02,0.62
['domestic_eggs'],['pork'],0.0,0.03,0.84
['pork'],['domestic_eggs'],0.0,0.03,0.84
['citrus_fruit'],['pork'],0.0,0.02,0.65
['pork'],['citrus_fruit'],0.0,0.04,0.65
['bottled_water'],['pork'],0.0,0.02,0.59
['pork'],['bottled_water'],0.0,0.04,0.59
['pork'],['sausage'],0.0,0.04,0.66
['sausage'],['pork'],0.0,0.02,0.66
['shopping_bags'],['pork'],0.0,0.03,0.83
['pork'],['shopping_bags'],0.0,0.04,0.83
['pork'],['tropical_fruit'],0.0,0.04,0.59
['tropical_fruit'],['pork'],0.0,0.02,0.59
['pastry'],['pork'],0.0,0.03,0.78
['pork'],['pastry'],0.0,0.04,0.78
['pip_fruit'],['pork'],0.0,0.03,0.85
['pork'],['pip_fruit'],0.0,0.04,0.85
['pork'],['brown_bread'],0.0,0.04,1.16
['brown_bread'],['pork'],0.0,0.04,1.16
['canned_beer'],['pork'],0.0,0.03,0.92
['pork'],['canned_beer'],0.0,0.04,0.92
['root_vegetables'],['pork'],0.0,0.02,0.64
['pork'],['root_vegetables'],0.0,0.05,0.64
['pork'],['soda'],0.0,0.08,0.79
['soda'],['pork'],0.0,0.03,0.79
['yogurt'],['pork'],0.0,0.03,0.91
['pork'],['yogurt'],0.0,0.08,0.91
['rolls/buns'],['pork'],0.0,0.03,0.79
['pork'],['rolls/buns'],0.0,0.09,0.79
['other_vegetables'],['pork'],0.0,0.03,0.82
['pork'],['other_vegetables'],0.0,0.1,0.82
['whole_milk'],['pork'],0.01,0.03,0.79
['pork'],['whole_milk'],0.01,0.13,0.79
['brown_bread'],['whipped/sour_cream'],0.0,0.03,0.63
['whipped/sour_cream'],['brown_bread'],0.0,0.02,0.63
['shopping_bags'],['brown_bread'],0.0,0.03,0.68
['brown_bread'],['shopping_bags'],0.0,0.03,0.68
['root_vegetables'],['brown_bread'],0.0,0.02,0.49
['brown_bread'],['root_vegetables'],0.0,0.04,0.49
['brown_bread'],['tropical_fruit'],0.0,0.04,0.56
['tropical_fruit'],['brown_bread'],0.0,0.02,0.56
['bottled_beer'],['brown_bread'],0.0,0.03,0.88
['brown_bread'],['bottled_beer'],0.0,0.04,0.88
['bottled_water'],['brown_bread'],0.0,0.02,0.65
['brown_bread'],['bottled_water'],0.0,0.04,0.65
['frankfurter'],['brown_bread'],0.0,0.04,1.04
['brown_bread'],['frankfurter'],0.0,0.04,1.04
['pip_fruit'],['brown_bread'],0.0,0.03,0.88
['brown_bread'],['pip_fruit'],0.0,0.04,0.88
['citrus_fruit'],['brown_bread'],0.0,0.03,0.84
['brown_bread'],['citrus_fruit'],0.0,0.05,0.84
['sausage'],['brown_bread'],0.0,0.03,0.77
['brown_bread'],['sausage'],0.0,0.05,0.77
['pastry'],['brown_bread'],0.0,0.04,1.0
['brown_bread'],['pastry'],0.0,0.05,1.0
['yogurt'],['brown_bread'],0.0,0.03,0.69
['brown_bread'],['yogurt'],0.0,0.06,0.69
['canned_beer'],['brown_bread'],0.0,0.05,1.32
['brown_bread'],['canned_beer'],0.0,0.06,1.32
['soda'],['brown_bread'],0.0,0.03,0.74
['brown_bread'],['soda'],0.0,0.08,0.74
['other_vegetables'],['brown_bread'],0.0,0.02,0.64
['brown_bread'],['other_vegetables'],0.0,0.08,0.64
['rolls/buns'],['brown_bread'],0.0,0.03,0.76
['brown_bread'],['rolls/buns'],0.0,0.09,0.76
['whole_milk'],['brown_bread'],0.0,0.03,0.7
['brown_bread'],['whole_milk'],0.0,0.12,0.7
['frankfurter'],['newspapers'],0.0,0.03,0.69
['newspapers'],['frankfurter'],0.0,0.03,0.69
['frankfurter'],['canned_beer'],0.0,0.03,0.72
['canned_beer'],['frankfurter'],0.0,0.03,0.72
['frankfurter'],['tropical_fruit'],0.0,0.03,0.5
['tropical_fruit'],['frankfurter'],0.0,0.02,0.5
['frankfurter'],['whipped/sour_cream'],0.0,0.04,0.86
['whipped/sour_cream'],['frankfurter'],0.0,0.03,0.86
['frankfurter'],['sausage'],0.0,0.04,0.61
['sausage'],['frankfurter'],0.0,0.02,0.61
['shopping_bags'],['frankfurter'],0.0,0.03,0.81
['frankfurter'],['shopping_bags'],0.0,0.04,0.81
['frankfurter'],['bottled_beer'],0.0,0.04,0.94
['bottled_beer'],['frankfurter'],0.0,0.04,0.94
['pastry'],['frankfurter'],0.0,0.03,0.86
['frankfurter'],['pastry'],0.0,0.04,0.86
['citrus_fruit'],['frankfurter'],0.0,0.03,0.83
['frankfurter'],['citrus_fruit'],0.0,0.04,0.83
['pip_fruit'],['frankfurter'],0.0,0.04,0.94
['frankfurter'],['pip_fruit'],0.0,0.05,0.94
['bottled_water'],['frankfurter'],0.0,0.04,0.91
['frankfurter'],['bottled_water'],0.0,0.06,0.91
['frankfurter'],['root_vegetables'],0.0,0.06,0.79
['root_vegetables'],['frankfurter'],0.0,0.03,0.79
['yogurt'],['frankfurter'],0.0,0.03,0.73
['frankfurter'],['yogurt'],0.0,0.07,0.73
['frankfurter'],['soda'],0.0,0.08,0.78
['soda'],['frankfurter'],0.0,0.03,0.78
['rolls/buns'],['frankfurter'],0.0,0.03,0.83
['frankfurter'],['rolls/buns'],0.0,0.09,0.83
['frankfurter'],['other_vegetables'],0.01,0.13,1.05
['other_vegetables'],['frankfurter'],0.01,0.04,1.05
['whole_milk'],['frankfurter'],0.01,0.03,0.81
['frankfurter'],['whole_milk'],0.01,0.14,0.81
['citrus_fruit'],['newspapers'],0.0,0.02,0.56
['newspapers'],['citrus_fruit'],0.0,0.03,0.56
['pip_fruit'],['newspapers'],0.0,0.03,0.64
['newspapers'],['pip_fruit'],0.0,0.03,0.64
['newspapers'],['whipped/sour_cream'],0.0,0.04,0.87
['whipped/sour_cream'],['newspapers'],0.0,0.03,0.87
['newspapers'],['bottled_beer'],0.0,0.04,0.95
['bottled_beer'],['newspapers'],0.0,0.04,0.95
['bottled_water'],['newspapers'],0.0,0.03,0.73
['newspapers'],['bottled_water'],0.0,0.05,0.73
['newspapers'],['sausage'],0.0,0.05,0.73
['sausage'],['newspapers'],0.0,0.03,0.73
['shopping_bags'],['newspapers'],0.0,0.04,0.93
['newspapers'],['shopping_bags'],0.0,0.05,0.93
['newspapers'],['tropical_fruit'],0.0,0.05,0.68
['tropical_fruit'],['newspapers'],0.0,0.03,0.68
['canned_beer'],['newspapers'],0.0,0.04,0.98
['newspapers'],['canned_beer'],0.0,0.05,0.98
['pastry'],['newspapers'],0.0,0.04,0.96
['newspapers'],['pastry'],0.0,0.05,0.96
['newspapers'],['soda'],0.0,0.06,0.58
['soda'],['newspapers'],0.0,0.02,0.58
['root_vegetables'],['newspapers'],0.0,0.04,0.89
['newspapers'],['root_vegetables'],0.0,0.06,0.89
['yogurt'],['newspapers'],0.0,0.03,0.81
['newspapers'],['yogurt'],0.0,0.07,0.81
['rolls/buns'],['newspapers'],0.0,0.03,0.66
['newspapers'],['rolls/buns'],0.0,0.08,0.66
['other_vegetables'],['newspapers'],0.0,0.03,0.73
['newspapers'],['other_vegetables'],0.0,0.09,0.73
['whole_milk'],['newspapers'],0.01,0.03,0.84
['newspapers'],['whole_milk'],0.01,0.14,0.84
['shopping_bags'],['whipped/sour_cream'],0.0,0.02,0.56
['whipped/sour_cream'],['shopping_bags'],0.0,0.03,0.56
['bottled_beer'],['whipped/sour_cream'],0.0,0.03,0.59
['whipped/sour_cream'],['bottled_beer'],0.0,0.03,0.59
['canned_beer'],['whipped/sour_cream'],0.0,0.03,0.73
['whipped/sour_cream'],['canned_beer'],0.0,0.03,0.73
['pastry'],['whipped/sour_cream'],0.0,0.03,0.66
['whipped/sour_cream'],['pastry'],0.0,0.03,0.66
['pip_fruit'],['whipped/sour_cream'],0.0,0.03,0.76
['whipped/sour_cream'],['pip_fruit'],0.0,0.04,0.76
['bottled_water'],['whipped/sour_cream'],0.0,0.03,0.65
['whipped/sour_cream'],['bottled_water'],0.0,0.04,0.65
['citrus_fruit'],['whipped/sour_cream'],0.0,0.04,0.86
['whipped/sour_cream'],['citrus_fruit'],0.0,0.05,0.86
['sausage'],['whipped/sour_cream'],0.0,0.03,0.78
['whipped/sour_cream'],['sausage'],0.0,0.05,0.78
['root_vegetables'],['whipped/sour_cream'],0.0,0.03,0.78
['whipped/sour_cream'],['root_vegetables'],0.0,0.06,0.78
['tropical_fruit'],['whipped/sour_cream'],0.0,0.04,0.81
['whipped/sour_cream'],['tropical_fruit'],0.0,0.06,0.81
['rolls/buns'],['whipped/sour_cream'],0.0,0.03,0.58
['whipped/sour_cream'],['rolls/buns'],0.0,0.07,0.58
['yogurt'],['whipped/sour_cream'],0.0,0.03,0.75
['whipped/sour_cream'],['yogurt'],0.0,0.07,0.75
['soda'],['whipped/sour_cream'],0.0,0.03,0.76
['whipped/sour_cream'],['soda'],0.0,0.08,0.76
['other_vegetables'],['whipped/sour_cream'],0.0,0.03,0.74
['whipped/sour_cream'],['other_vegetables'],0.0,0.09,0.74
['whole_milk'],['whipped/sour_cream'],0.0,0.03,0.62
['whipped/sour_cream'],['whole_milk'],0.0,0.1,0.62
['shopping_bags'],['bottled_beer'],0.0,0.03,0.66
['bottled_beer'],['shopping_bags'],0.0,0.03,0.66
['pip_fruit'],['bottled_beer'],0.0,0.03,0.67
['bottled_beer'],['pip_fruit'],0.0,0.03,0.67
['citrus_fruit'],['bottled_beer'],0.0,0.03,0.67
['bottled_beer'],['citrus_fruit'],0.0,0.04,0.67
['canned_beer'],['bottled_beer'],0.0,0.04,0.85
['bottled_beer'],['canned_beer'],0.0,0.04,0.85
['pastry'],['bottled_beer'],0.0,0.04,0.86
['bottled_beer'],['pastry'],0.0,0.05,0.86
['root_vegetables'],['bottled_beer'],0.0,0.03,0.75
['bottled_beer'],['root_vegetables'],0.0,0.05,0.75
['bottled_beer'],['tropical_fruit'],0.0,0.06,0.8
['tropical_fruit'],['bottled_beer'],0.0,0.04,0.8
['bottled_water'],['bottled_beer'],0.0,0.04,0.89
['bottled_beer'],['bottled_water'],0.0,0.06,0.89
['soda'],['bottled_beer'],0.0,0.03,0.63
['bottled_beer'],['soda'],0.0,0.06,0.63
['sausage'],['bottled_beer'],0.0,0.05,1.18
['bottled_beer'],['sausage'],0.0,0.07,1.18
['yogurt'],['bottled_beer'],0.0,0.04,0.83
['bottled_beer'],['yogurt'],0.0,0.07,0.83
['rolls/buns'],['bottled_beer'],0.0,0.03,0.76
['bottled_beer'],['rolls/buns'],0.0,0.09,0.76
['other_vegetables'],['bottled_beer'],0.0,0.04,0.8
['bottled_beer'],['other_vegetables'],0.0,0.1,0.8
['whole_milk'],['bottled_beer'],0.01,0.04,0.93
['bottled_beer'],['whole_milk'],0.01,0.16,0.93
['bottled_water'],['canned_beer'],0.0,0.02,0.49
['canned_beer'],['bottled_water'],0.0,0.03,0.49
['citrus_fruit'],['canned_beer'],0.0,0.03,0.59
['canned_beer'],['citrus_fruit'],0.0,0.03,0.59
['pip_fruit'],['canned_beer'],0.0,0.03,0.67
['canned_beer'],['pip_fruit'],0.0,0.03,0.67
['shopping_bags'],['canned_beer'],0.0,0.04,0.8
['canned_beer'],['shopping_bags'],0.0,0.04,0.8
['pastry'],['canned_beer'],0.0,0.04,0.75
['canned_beer'],['pastry'],0.0,0.04,0.75
['canned_beer'],['root_vegetables'],0.0,0.04,0.6
['root_vegetables'],['canned_beer'],0.0,0.03,0.6
['canned_beer'],['sausage'],0.0,0.05,0.84
['sausage'],['canned_beer'],0.0,0.04,0.84
['canned_beer'],['tropical_fruit'],0.0,0.05,0.77
['tropical_fruit'],['canned_beer'],0.0,0.04,0.77
['canned_beer'],['soda'],0.0,0.07,0.65
['soda'],['canned_beer'],0.0,0.03,0.65
['yogurt'],['canned_beer'],0.0,0.04,0.91
['canned_beer'],['yogurt'],0.0,0.08,0.91
['canned_beer'],['other_vegetables'],0.0,0.08,0.66
['other_vegetables'],['canned_beer'],0.0,0.03,0.66
['rolls/buns'],['canned_beer'],0.0,0.04,0.77
['canned_beer'],['rolls/buns'],0.0,0.09,0.77
['whole_milk'],['canned_beer'],0.01,0.04,0.75
['canned_beer'],['whole_milk'],0.01,0.13,0.75
['shopping_bags'],['pastry'],0.0,0.03,0.52
['pastry'],['shopping_bags'],0.0,0.03,0.52
['shopping_bags'],['citrus_fruit'],0.0,0.04,0.68
['citrus_fruit'],['shopping_bags'],0.0,0.03,0.68
['shopping_bags'],['pip_fruit'],0.0,0.04,0.77
['pip_fruit'],['shopping_bags'],0.0,0.04,0.77
['shopping_bags'],['sausage'],0.0,0.04,0.64
['sausage'],['shopping_bags'],0.0,0.03,0.64
['shopping_bags'],['bottled_water'],0.0,0.04,0.66
